Network_id,Motif_pattern_id,Nodes,Motif_number,Type,Node_id,Degree,Position,Functional_group,Motif_functional_ID
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,1,Plant,5,1,1,5,5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,1,Pollinator,Bee,1,2,Bee,5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,2,Plant,2,1,1,2,2_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,2,Pollinator,Bee,1,2,Bee,2_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,3,Plant,3,1,1,3,3_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,3,Pollinator,Bee,1,2,Bee,3_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,4,Plant,5,1,1,5,5_Lepidoptera
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,4,Pollinator,Lepidoptera,1,2,Lepidoptera,5_Lepidoptera
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,5,Plant,5,1,1,5,5_Non-bee-Hymenoptera
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,5,Pollinator,Non-bee-Hymenoptera,1,2,Non-bee-Hymenoptera,5_Non-bee-Hymenoptera
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,6,Plant,5,1,1,5,5_Syrphids
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,1,2,6,Pollinator,Syrphids,1,2,Syrphids,5_Syrphids
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,2,3,1,Plant,3,1,3,3,3_5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,2,3,1,Plant,5,1,3,5,3_5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,2,3,1,Pollinator,Bee,2,4,Bee,3_5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,2,3,2,Plant,2,1,3,2,2_5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,2,3,2,Plant,5,1,3,5,2_5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,2,3,2,Pollinator,Bee,2,4,Bee,2_5_Bee
12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp,2,3,3,Plant,2,1,3,2,2_3_Bee
